cliente_id,restaurante_id,nome,categoria,rating
4,5,Sushi no Prato #5,japonesa,2.64
4,101,Tacos Express #101,mexicana,2.87
4,79,México Express #79,mexicana,2.62
4,13,Japão no Prato #13,japonesa,3.19
4,75,Verde Gourmet #75,saudavel,3.5
4,56,Brasil da Vila #56,brasileira,2.6
4,100,Verde do Chef #100,saudavel,4.12
4,29,Cantina no Prato #29,italiana,5.0
4,56,Brasil da Vila #56,brasileira,2.31
4,22,Natural Express #22,saudavel,3.47
4,116,Sabor da Vila #116,brasileira,3.38
4,100,Verde do Chef #100,saudavel,4.46
4,94,Confeitaria da Vila #94,doces,3.51
4,88,Pizza no Prato #88,pizza,2.89
4,54,Feijão do Chef #54,brasileira,2.88
4,111,Cantina no Prato #111,italiana,3.76
4,10,Smash Gourmet #10,burguer,2.53
4,101,Tacos Express #101,mexicana,4.07
4,29,Cantina no Prato #29,italiana,3.83
4,42,Nacho 360 #42,mexicana,2.82
5,103,Smash Gourmet #103,burguer,3.02
5,119,Cantina do Chef #119,italiana,3.6
5,52,Confeitaria Gourmet #52,doces,4.29
5,98,Sabor 360 #98,brasileira,3.61
5,13,Japão no Prato #13,japonesa,3.69
5,100,Verde do Chef #100,saudavel,3.02
5,48,Tacos da Vila #48,mexicana,2.77
5,5,Sushi no Prato #5,japonesa,2.25
5,46,Brasil Express #46,brasileira,3.4
5,78,Feijão Zen #78,brasileira,4.82
5,16,Leve do Chef #16,saudavel,2.95
5,111,Cantina no Prato #111,italiana,3.59
5,10,Smash Gourmet #10,burguer,3.41
5,112,México Express #112,mexicana,2.77
5,90,Burger da Vila #90,burguer,2.55
5,43,Burger Zen #43,burguer,3.3
5,49,Açúcar Zen #49,doces,3.54
5,95,Açúcar do Chef #95,doces,1.78
5,77,Feijão do Chef #77,brasileira,3.86
5,85,Nacho 360 #85,mexicana,2.97
5,49,Açúcar Zen #49,doces,2.88
5,62,Nacho Gourmet #62,mexicana,3.47
5,119,Cantina do Chef #119,italiana,4.42
5,29,Cantina no Prato #29,italiana,3.3
5,53,Temaki Express #53,japonesa,3.98
5,38,La Massa no Prato #38,pizza,2.33
5,98,Sabor 360 #98,brasileira,3.7
5,98,Sabor 360 #98,brasileira,3.23
5,38,La Massa no Prato #38,pizza,3.54
5,10,Smash Gourmet #10,burguer,2.81
5,2,Feijão 360 #2,brasileira,2.88
5,54,Feijão do Chef #54,brasileira,3.5
5,52,Confeitaria Gourmet #52,doces,2.12
5,119,Cantina do Chef #119,italiana,2.44
5,59,Sushi Gourmet #59,japonesa,3.48
5,34,Burger Gourmet #34,burguer,2.94
5,108,Feijão do Chef #108,brasileira,3.97
5,63,Leve do Chef #63,saudavel,4.72
5,77,Feijão do Chef #77,brasileira,3.24
5,13,Japão no Prato #13,japonesa,3.83
5,49,Açúcar Zen #49,doces,3.26
5,114,Açúcar no Prato #114,doces,5.0
5,75,Verde Gourmet #75,saudavel,1.27
5,45,Feijão 360 #45,brasileira,2.99
5,80,Brasil Gourmet #80,brasileira,3.91
5,110,México da Vila #110,mexicana,2.75
5,36,Natural Express #36,saudavel,3.41
5,64,La Massa da Vila #64,pizza,3.59
5,116,Sabor da Vila #116,brasileira,4.39
5,24,Pasta 360 #24,italiana,2.78
5,92,Feijão no Prato #92,brasileira,3.52
5,79,México Express #79,mexicana,3.75
5,87,Doçura Gourmet #87,doces,3.22
5,45,Feijão 360 #45,brasileira,3.6
5,41,Sushi Gourmet #41,japonesa,4.34
5,87,Doçura Gourmet #87,doces,1.95
5,29,Cantina no Prato #29,italiana,3.53
5,53,Temaki Express #53,japonesa,2.31
5,24,Pasta 360 #24,italiana,4.1
5,2,Feijão 360 #2,brasileira,3.23
5,117,Pizza da Vila #117,pizza,1.52
5,54,Feijão do Chef #54,brasileira,4.67
5,117,Pizza da Vila #117,pizza,3.06
5,19,Itália Express #19,italiana,3.41
5,75,Verde Gourmet #75,saudavel,4.38
5,28,Hambúrguer Zen #28,burguer,3.12
5,100,Verde do Chef #100,saudavel,3.79
5,100,Verde do Chef #100,saudavel,3.64
5,15,Cantina 360 #15,italiana,2.21
5,111,Cantina no Prato #111,italiana,3.18
5,26,Confeitaria Express #26,doces,4.32
5,79,México Express #79,mexicana,3.16
5,119,Cantina do Chef #119,italiana,3.25
5,108,Feijão do Chef #108,brasileira,4.69
6,64,La Massa da Vila #64,pizza,3.44
6,105,Burger Zen #105,burguer,4.4
6,83,Natural 360 #83,saudavel,3.39
6,24,Pasta 360 #24,italiana,3.58
6,8,Leve no Prato #8,saudavel,3.18
6,54,Feijão do Chef #54,brasileira,3.79
6,2,Feijão 360 #2,brasileira,3.7
6,41,Sushi Gourmet #41,japonesa,5.0
6,47,Pasta do Chef #47,italiana,3.17
6,48,Tacos da Vila #48,mexicana,4.27
6,118,Confeitaria no Prato #118,doces,3.09
6,40,Temaki no Prato #40,japonesa,1.8
6,35,Açúcar Gourmet #35,doces,2.98
6,18,Cantina do Chef #18,italiana,3.26
6,64,La Massa da Vila #64,pizza,4.28
6,22,Natural Express #22,saudavel,3.42
6,79,México Express #79,mexicana,3.94
6,22,Natural Express #22,saudavel,2.25
6,74,Burger Gourmet #74,burguer,3.37
6,103,Smash Gourmet #103,burguer,4.35
6,6,Pasta do Chef #6,italiana,2.39
6,53,Temaki Express #53,japonesa,4.01
6,57,Itália Express #57,italiana,3.97
6,101,Tacos Express #101,mexicana,2.72
6,59,Sushi Gourmet #59,japonesa,3.45
6,73,Rodízio Gourmet #73,pizza,3.5
6,101,Tacos Express #101,mexicana,3.46
6,72,Smash do Chef #72,burguer,2.29
6,46,Brasil Express #46,brasileira,3.21
6,11,Sushi da Vila #11,japonesa,3.16
6,94,Confeitaria da Vila #94,doces,1.97
6,107,Confeitaria do Chef #107,doces,2.29
6,117,Pizza da Vila #117,pizza,2.74
6,112,México Express #112,mexicana,2.68
6,101,Tacos Express #101,mexicana,3.81
6,82,Brasil da Vila #82,brasileira,4.03
6,100,Verde do Chef #100,saudavel,3.57
6,54,Feijão do Chef #54,brasileira,4.36
6,76,Hambúrguer da Vila #76,burguer,3.86
6,45,Feijão 360 #45,brasileira,3.13
6,43,Burger Zen #43,burguer,3.47
6,98,Sabor 360 #98,brasileira,3.14
6,57,Itália Express #57,italiana,2.44
6,29,Cantina no Prato #29,italiana,2.95
6,28,Hambúrguer Zen #28,burguer,3.41
6,105,Burger Zen #105,burguer,3.43
6,86,Temaki Zen #86,japonesa,3.74
6,69,Feijão Express #69,brasileira,1.93
6,50,Doçura Zen #50,doces,1.99
6,54,Feijão do Chef #54,brasileira,2.75
6,8,Leve no Prato #8,saudavel,3.6
6,57,Itália Express #57,italiana,2.26
7,34,Burger Gourmet #34,burguer,1.72
7,12,Nacho Zen #12,mexicana,2.5
7,10,Smash Gourmet #10,burguer,3.13
7,54,Feijão do Chef #54,brasileira,4.73
7,114,Açúcar no Prato #114,doces,3.84
7,29,Cantina no Prato #29,italiana,3.61
7,34,Burger Gourmet #34,burguer,2.74
7,13,Japão no Prato #13,japonesa,2.94
7,77,Feijão do Chef #77,brasileira,3.32
7,87,Doçura Gourmet #87,doces,3.72
7,82,Brasil da Vila #82,brasileira,3.66
7,106,Burger Express #106,burguer,2.55
7,61,Temaki Gourmet #61,japonesa,3.93
7,18,Cantina do Chef #18,italiana,3.35
7,38,La Massa no Prato #38,pizza,2.39
7,83,Natural 360 #83,saudavel,2.9
7,79,México Express #79,mexicana,3.52
7,67,Sabor 360 #67,brasileira,2.75
7,87,Doçura Gourmet #87,doces,4.34
7,81,Tacos Express #81,mexicana,3.45
7,108,Feijão do Chef #108,brasileira,3.16
7,75,Verde Gourmet #75,saudavel,3.47
7,100,Verde do Chef #100,saudavel,3.81
7,34,Burger Gourmet #34,burguer,2.85
7,86,Temaki Zen #86,japonesa,2.73
7,109,Açúcar Zen #109,doces,3.81
7,49,Açúcar Zen #49,doces,3.93
7,100,Verde do Chef #100,saudavel,4.19
7,93,Hambúrguer do Chef #93,burguer,4.15
7,8,Leve no Prato #8,saudavel,3.08
7,75,Verde Gourmet #75,saudavel,4.64
7,18,Cantina do Chef #18,italiana,2.42
7,116,Sabor da Vila #116,brasileira,2.77
7,102,Burger Zen #102,burguer,2.16
7,14,Japão do Chef #14,japonesa,3.1
7,16,Leve do Chef #16,saudavel,2.98
7,76,Hambúrguer da Vila #76,burguer,3.49
7,45,Feijão 360 #45,brasileira,3.36
7,5,Sushi no Prato #5,japonesa,2.54
7,69,Feijão Express #69,brasileira,2.97
7,49,Açúcar Zen #49,doces,3.08
7,13,Japão no Prato #13,japonesa,2.37
7,101,Tacos Express #101,mexicana,2.63
7,111,Cantina no Prato #111,italiana,2.8
7,98,Sabor 360 #98,brasileira,4.3
7,103,Smash Gourmet #103,burguer,3.49
7,29,Cantina no Prato #29,italiana,3.91
7,35,Açúcar Gourmet #35,doces,2.49
7,29,Cantina no Prato #29,italiana,4.29
7,98,Sabor 360 #98,brasileira,4.21
7,115,Nacho no Prato #115,mexicana,1.54
7,91,Itália no Prato #91,italiana,2.59
7,108,Feijão do Chef #108,brasileira,3.85
7,82,Brasil da Vila #82,brasileira,3.84
7,49,Açúcar Zen #49,doces,2.87
7,54,Feijão do Chef #54,brasileira,3.6
7,10,Smash Gourmet #10,burguer,2.85
7,4,Tacos 360 #4,mexicana,3.18
7,88,Pizza no Prato #88,pizza,4.19
7,54,Feijão do Chef #54,brasileira,3.28
7,71,Burger do Chef #71,burguer,3.73
7,72,Smash do Chef #72,burguer,2.74
7,37,Sabor Zen #37,brasileira,2.7
7,60,Leve do Chef #60,saudavel,3.88
8,17,Feijão Zen #17,brasileira,2.55
8,54,Feijão do Chef #54,brasileira,4.78
8,108,Feijão do Chef #108,brasileira,2.13
8,34,Burger Gourmet #34,burguer,4.52
8,48,Tacos da Vila #48,mexicana,2.65
8,104,Feijão Express #104,brasileira,2.89
8,79,México Express #79,mexicana,3.34
8,97,Burger Express #97,burguer,2.85
8,29,Cantina no Prato #29,italiana,4.95
8,91,Itália no Prato #91,italiana,4.29
8,31,Leve do Chef #31,saudavel,3.11
8,119,Cantina do Chef #119,italiana,4.34
8,72,Smash do Chef #72,burguer,3.04
8,88,Pizza no Prato #88,pizza,3.2
8,16,Leve do Chef #16,saudavel,4.03
8,34,Burger Gourmet #34,burguer,4.51
8,19,Itália Express #19,italiana,3.11
8,49,Açúcar Zen #49,doces,3.03
8,37,Sabor Zen #37,brasileira,3.73
8,94,Confeitaria da Vila #94,doces,2.63
8,14,Japão do Chef #14,japonesa,4.28
8,97,Burger Express #97,burguer,2.48
8,6,Pasta do Chef #6,italiana,2.85
8,28,Hambúrguer Zen #28,burguer,4.48
8,101,Tacos Express #101,mexicana,3.53
8,95,Açúcar do Chef #95,doces,4.57
8,60,Leve do Chef #60,saudavel,3.35
8,7,Leve do Chef #7,saudavel,5.0
8,78,Feijão Zen #78,brasileira,3.72
8,52,Confeitaria Gourmet #52,doces,2.78
8,41,Sushi Gourmet #41,japonesa,2.95
8,82,Brasil da Vila #82,brasileira,2.59
8,54,Feijão do Chef #54,brasileira,3.1
8,12,Nacho Zen #12,mexicana,2.53
8,111,Cantina no Prato #111,italiana,2.9
8,100,Verde do Chef #100,saudavel,2.16
8,8,Leve no Prato #8,saudavel,4.25
8,65,México do Chef #65,mexicana,3.63
8,11,Sushi da Vila #11,japonesa,3.4
8,104,Feijão Express #104,brasileira,2.86
8,79,México Express #79,mexicana,4.25
8,24,Pasta 360 #24,italiana,3.71
8,3,Verde Express #3,saudavel,2.77
8,4,Tacos 360 #4,mexicana,3.33
8,64,La Massa da Vila #64,pizza,3.79
8,94,Confeitaria da Vila #94,doces,1.51
8,16,Leve do Chef #16,saudavel,3.51
8,29,Cantina no Prato #29,italiana,3.78
8,43,Burger Zen #43,burguer,2.98
8,29,Cantina no Prato #29,italiana,2.78
8,49,Açúcar Zen #49,doces,2.38
8,72,Smash do Chef #72,burguer,3.78
8,87,Doçura Gourmet #87,doces,3.7
8,116,Sabor da Vila #116,brasileira,3.39
8,112,México Express #112,mexicana,3.47
8,73,Rodízio Gourmet #73,pizza,2.96
8,94,Confeitaria da Vila #94,doces,2.66
8,115,Nacho no Prato #115,mexicana,3.15
8,11,Sushi da Vila #11,japonesa,2.38
8,2,Feijão 360 #2,brasileira,5.0
8,4,Tacos 360 #4,mexicana,2.16
8,72,Smash do Chef #72,burguer,3.62
8,98,Sabor 360 #98,brasileira,3.63
8,47,Pasta do Chef #47,italiana,3.25
8,69,Feijão Express #69,brasileira,4.51
8,64,La Massa da Vila #64,pizza,1.79
8,13,Japão no Prato #13,japonesa,3.67
8,41,Sushi Gourmet #41,japonesa,3.3
8,2,Feijão 360 #2,brasileira,4.14
8,14,Japão do Chef #14,japonesa,3.22
8,102,Burger Zen #102,burguer,3.47
8,103,Smash Gourmet #103,burguer,2.64
8,101,Tacos Express #101,mexicana,2.91
8,93,Hambúrguer do Chef #93,burguer,5.0
8,101,Tacos Express #101,mexicana,3.79
8,85,Nacho 360 #85,mexicana,3.76
8,85,Nacho 360 #85,mexicana,2.78
8,85,Nacho 360 #85,mexicana,2.42
8,64,La Massa da Vila #64,pizza,4.21
8,46,Brasil Express #46,brasileira,2.28
9,80,Brasil Gourmet #80,brasileira,2.51
9,59,Sushi Gourmet #59,japonesa,3.01
9,29,Cantina no Prato #29,italiana,3.29
9,44,Cantina Gourmet #44,italiana,2.78
9,116,Sabor da Vila #116,brasileira,3.72
9,64,La Massa da Vila #64,pizza,3.84
9,50,Doçura Zen #50,doces,3.65
9,65,México do Chef #65,mexicana,3.93
9,100,Verde do Chef #100,saudavel,2.47
9,44,Cantina Gourmet #44,italiana,3.27
9,24,Pasta 360 #24,italiana,3.55
9,75,Verde Gourmet #75,saudavel,3.21
9,84,Cantina Zen #84,italiana,2.91
9,91,Itália no Prato #91,italiana,2.41
9,108,Feijão do Chef #108,brasileira,4.6
9,48,Tacos da Vila #48,mexicana,4.61
9,10,Smash Gourmet #10,burguer,3.35
9,116,Sabor da Vila #116,brasileira,3.97
9,54,Feijão do Chef #54,brasileira,3.99
9,80,Brasil Gourmet #80,brasileira,3.9
9,84,Cantina Zen #84,italiana,1.21
9,69,Feijão Express #69,brasileira,3.32
9,29,Cantina no Prato #29,italiana,3.06
9,98,Sabor 360 #98,brasileira,3.48
9,101,Tacos Express #101,mexicana,4.18
9,71,Burger do Chef #71,burguer,2.74
10,91,Itália no Prato #91,italiana,4.91
10,111,Cantina no Prato #111,italiana,2.82
10,34,Burger Gourmet #34,burguer,4.16
10,79,México Express #79,mexicana,3.4
10,50,Doçura Zen #50,doces,2.78
10,2,Feijão 360 #2,brasileira,3.96
10,16,Leve do Chef #16,saudavel,3.5
10,42,Nacho 360 #42,mexicana,2.61
10,73,Rodízio Gourmet #73,pizza,3.72
10,108,Feijão do Chef #108,brasileira,4.4
10,101,Tacos Express #101,mexicana,3.69
10,71,Burger do Chef #71,burguer,2.64
10,10,Smash Gourmet #10,burguer,2.84
10,37,Sabor Zen #37,brasileira,3.32
10,47,Pasta do Chef #47,italiana,3.68
10,80,Brasil Gourmet #80,brasileira,2.7
10,8,Leve no Prato #8,saudavel,3.57
10,66,Hambúrguer do Chef #66,burguer,1.79
10,109,Açúcar Zen #109,doces,3.57
10,90,Burger da Vila #90,burguer,3.53
10,101,Tacos Express #101,mexicana,4.75
10,87,Doçura Gourmet #87,doces,3.7
10,29,Cantina no Prato #29,italiana,3.11
10,14,Japão do Chef #14,japonesa,1.8
10,103,Smash Gourmet #103,burguer,3.62
10,88,Pizza no Prato #88,pizza,3.5
10,74,Burger Gourmet #74,burguer,3.4
10,25,Feijão do Chef #25,brasileira,2.63
10,77,Feijão do Chef #77,brasileira,3.1
10,4,Tacos 360 #4,mexicana,1.93
10,16,Leve do Chef #16,saudavel,2.44
10,41,Sushi Gourmet #41,japonesa,2.36
10,54,Feijão do Chef #54,brasileira,4.52
10,16,Leve do Chef #16,saudavel,2.59
10,16,Leve do Chef #16,saudavel,4.13
10,93,Hambúrguer do Chef #93,burguer,2.42
10,73,Rodízio Gourmet #73,pizza,4.88
10,68,Rodízio Express #68,pizza,1.94
10,56,Brasil da Vila #56,brasileira,3.39
10,118,Confeitaria no Prato #118,doces,2.98
10,7,Leve do Chef #7,saudavel,2.3
10,24,Pasta 360 #24,italiana,3.14
10,82,Brasil da Vila #82,brasileira,3.29
10,19,Itália Express #19,italiana,3.29
10,75,Verde Gourmet #75,saudavel,2.66
10,73,Rodízio Gourmet #73,pizza,3.72
10,117,Pizza da Vila #117,pizza,3.5
10,108,Feijão do Chef #108,brasileira,4.14
10,114,Açúcar no Prato #114,doces,2.46
10,15,Cantina 360 #15,italiana,2.68
10,106,Burger Express #106,burguer,4.19
10,17,Feijão Zen #17,brasileira,2.43
10,81,Tacos Express #81,mexicana,2.14
10,92,Feijão no Prato #92,brasileira,2.74
10,23,Hambúrguer Gourmet #23,burguer,1.99
10,81,Tacos Express #81,mexicana,4.29
10,7,Leve do Chef #7,saudavel,2.95
10,38,La Massa no Prato #38,pizza,3.32
10,111,Cantina no Prato #111,italiana,3.8
10,24,Pasta 360 #24,italiana,3.01
10,8,Leve no Prato #8,saudavel,3.15
10,54,Feijão do Chef #54,brasileira,3.38
10,105,Burger Zen #105,burguer,2.11
10,10,Smash Gourmet #10,burguer,3.2
10,46,Brasil Express #46,brasileira,4.19
10,109,Açúcar Zen #109,doces,3.21
10,16,Leve do Chef #16,saudavel,3.81
10,41,Sushi Gourmet #41,japonesa,2.42
10,100,Verde do Chef #100,saudavel,3.08
10,69,Feijão Express #69,brasileira,2.43
10,104,Feijão Express #104,brasileira,3.78
10,15,Cantina 360 #15,italiana,2.74
10,111,Cantina no Prato #111,italiana,3.03
11,2,Feijão 360 #2,brasileira,3.9
11,45,Feijão 360 #45,brasileira,3.02
11,116,Sabor da Vila #116,brasileira,3.02
11,88,Pizza no Prato #88,pizza,3.9
11,51,México do Chef #51,mexicana,2.17
11,25,Feijão do Chef #25,brasileira,3.2
11,46,Brasil Express #46,brasileira,4.65
11,24,Pasta 360 #24,italiana,2.49
11,14,Japão do Chef #14,japonesa,2.43
11,109,Açúcar Zen #109,doces,2.84
11,120,Verde Express #120,saudavel,3.3
